x,y,label
-13.2552419095,-12.2322997693,henshallbc_twitter
-9.19845629314,7.0780767782,tegart_jackie_twitter
4.67123418072,3.15061396039,danjhines_twitter
-6.62284634525,16.6928165034,PeterMilobar_twitter
-12.5615515783,-16.5164046499,bnederpel_twitter
7.12573476348,-11.3732749165,nancybepple_twitter
-3.92003835473,0.633827055069,donovancavers_twitter
-1.35112232201,-32.1164406015,toddstonebc_twitter
-1.37688291746,-29.8543609948,NormLetnick_twitter
8.08445803281,23.2414740349,erikbc2017_twitter
19.9208214234,6.96859679103,bcgreenklc_twitter
-14.2416391353,16.2949689237,Steve4Kelowna_twitter
-20.7332102313,6.70874755626,christyclarkbc_twitter
14.8144134815,-11.3442730786,shelleycook4ndp_twitter
-29.6917230471,11.0622386213,f1computer_twitter
-14.6543701902,-14.3409633544,brianformla_twitter
-19.1386393871,-6.67791946328,libertykkomar_twitter
13.3619621577,-17.3790862918,randalmacnair_twitter
-52.5703417417,27.1209220808,TomShypitka_twitter
18.0889085145,-1.62830218883,KatrineConroy_twitter
19.8685922483,1.79642372617,JDFlibertarian_twitter
3.63469858468,-9.61524567046,jjhorgan_twitter
30.3691838923,9.73508452057,cathynoelbc_twitter
17.1478178918,-1.03567622561,brendanralfsgp_twitter
-4.87244562714,-17.9411682111,chaddockcostelo_twitter
-4.82515538049,-4.39973892702,maryforbc_twitter
-1.48852145172,29.5954085071,colemancountry_twitter
-5.58488094202,14.9024650783,alexjoehl_twitter
-0.628771269328,9.58962180744,MarcDalton_twitter
2.98452767637,-17.8139668696,bobdeithmrm_twitter
-8.08867773695,-4.7999326704,petertamgogreen_twitter
-6.37661058641,5.85415773916,lisabeare_twitter
-25.6535561283,-23.2312670526,douglasbing_twitter
-15.1814921722,10.2252374626,mapleridgealex_twitter
-26.935833676,-2.41587290334,scottfraserndp_twitter
11.5120547438,-24.2398170233,lisabeare_twitter
-41.2845335036,17.7681374012,parisgaudet_twitter
2.84770444133,-6.52856760018,alanadelong_twitter
-22.9615489207,1.25035161939,vanisledevelop_twitter
10.0831541916,-3.6079945381,islandsalishsea_twitter
14.4543040253,16.2738360374,jonrempel2_twitter
-3.50363966176,-12.2648673667,annemariesamndp_twitter
5.18275928463,15.8642236277,charlesworthka_twitter
-6.60938428958,-10.5551080669,michellemungall_twitter
9.50197754871,28.1683788115,lorraineabrett_twitter
24.2856322113,-0.204675659495,rexbrocki_twitter
-10.7834865966,-25.2713161074,joninacampbell_twitter
-9.68331293105,16.6639070531,crostyca_twitter
-19.5031729362,29.5431803523,DarcyJudy_twitter
40.7950128452,-15.0483893786,herbpondBC_twitter
30.3237870637,-14.5145285734,JenniferRice6_twitter
-15.5893398087,3.19309308952,suemoen_twitter
-6.60266479308,-2.27228087271,dallas4bc_twitter
13.9448152182,0.656547988723,clairetrevena_twitter
-10.2803213839,-7.34968079535,twiggjohn_twitter
13.8108179482,-27.7743163124,bowinnma_twitter
-0.488881588662,23.0115898971,naomiyamamoto_twitter
0.789146204618,-2.05591224338,joshasjohnson_twitter
22.8039755102,-19.7786814716,jthornthwaite_twitter
12.910904013,-21.4193051744,bryce_casavant_twitter
-11.2499160523,3.01923373627,alexdutton2017_twitter
-10.7069741693,-27.2506234549,AJWVictoriaBC_twitter
25.2220519607,-3.36052156263,suepowellndp_twitter
-9.64658799843,6.49083394559,glennsollitt_twitter
-5.90738314828,17.3721992182,Stilwell4BC_twitter
12.673603228,47.9857593293,daniel_davies_twitter
-10.1851263205,-32.9528664004,Mike_A_Bernier_twitter
-29.3791417068,-6.70650426376,bcndpstephanie_twitter
15.1467268002,8.0136651223,MLADanAshton_twitter
20.241403672,-8.48580398325,ConnieSahlmark_twitter
10.0264338009,-16.197909504,tariksayeed_twitter
4.44395525489,-31.9719309134,SusanChambersBC_twitter
61.8502754,-29.8110902477,mikefarnworthbc_twitter
30.7111541864,-10.9380399911,jasonhanley_twitter
-22.9334823817,-5.16563555606,donbarthel_twitter
-15.7917615329,13.0470818282,rickglumacbc_twitter
22.9904905527,4.01904590024,LindaReimer4BC_twitter
0.958340738971,7.89094267024,kim4mla_twitter
16.9567726346,-8.22920751324,NicholasSimons_twitter
16.4018028433,5.26156498422,bobbydeepak1_twitter
-10.8338512916,28.906319814,MikeMorrisforBC_twitter
-5.87128985266,22.0581726142,shirleybond_twitter
16.082984587,-12.9061413367,natalie4pgvale_twitter
23.587795772,17.0954160681,dongpanbc_twitter
-16.4519683458,20.7074361442,Teresa_Wat_twitter
23.9432779943,1.37218623549,kayhale17_twitter
-8.78837799633,-15.1138229123,jasjohalbc_twitter
0.726178940189,-20.4672838112,amansinghbcndp_twitter
-3.77179588474,-1.66912613538,bogberry_twitter
-4.5162696464,-10.0606880034,lindareidforbc_twitter
0.438186181377,-7.37127695642,kelly_bc_ca_twitter
-19.3316286522,4.21590244716,John_Yap_twitter
12.0563396948,-3.82580166812,HolmanGary_twitter
4.05069231197,-16.1988245667,adampolsen_twitter
73.0487472954,62.0324831164,srobertsbc_twitter
3.21251922495,13.3404852663,dccalder_twitter
1.61245526416,5.42641306007,andrewpmclean_twitter
-1.43159777064,8.46639130751,markvneufeld_twitter
27.2690671859,-10.1600289782,lanapopham_twitter
18.1609908035,-6.99412706241,sylvialindgren_twitter
-19.5947445108,17.8633327007,bbidgood_twitter
-11.371044165,-12.1911940801,ellisbross_twitter
32.2651311109,2.2363839218,DonaldsonDoug_twitter
-21.5443806066,6.99108265209,chpcanadaleader_twitter
14.7407619759,14.6977534119,marvinhunt4bc_twitter
16.6133299454,-5.9464330529,alekmuniak_twitter
0.280367157759,-23.6310746569,rebeccasmithndp_twitter
6.79395965323,-7.49266879074,jagrupbrar1_twitter
-9.63136917413,20.8270007044,Fassbender_BC_twitter
-15.8426024741,1.90489746179,vikramjsbajwa_twitter
-5.30339023937,19.5504871426,brendalockebc_twitter
4.79636271436,-25.255408636,racha7426_twitter
-34.0925940999,1.68070721373,garrybeggndp_twitter
-14.3999135589,-22.848737003,jodim4bcgreens_twitter
-15.5190520561,18.4873148486,amrikvirkbc_twitter
36.2009721512,-3.26499621751,HarryBainsSN_twitter
6.23236671291,5.50858301456,gsparihar2017_twitter
37.3909152946,4.18086131984,puneetsandhar_twitter
2.99583094128,-16.3851991757,jinnysims_twitter
44.9491629245,-80.0632929399,jbarrett1998_twitter
0.548780124426,14.9779264722,Stephanie4BC_twitter
-27.0976138588,0.317199917138,pclceo_twitter
-16.3767370293,20.4409169536,pnnjenga_twitter
-1.28536397414,30.2597916161,fabiolaypp_twitter
25.0391199741,11.5831203315,silveirandp_twitter
-23.6952174124,-8.29223022194,chimasargy_twitter
8.93483697709,-10.9329280831,bruceralston_twitter
1.04328045955,-17.473626853,niovi_ndp_twitter
-9.61708318713,5.18852813503,tracyrediesbc_twitter
24.1368977409,-8.62687874882,joeydoyleypp_twitter
8.26295129436,12.7717591523,gabegarf_twitter
20.7766316955,-12.6188785521,GeorgeHeyman_twitter
13.9810945142,4.30495298935,JFilippelliYPP_twitter
17.0650562361,-23.4891701948,morganeogerndp_twitter
5.09545926685,3.45304363481,b_radley_twitter
9.73173325076,19.5780118087,sam_sullivan_twitter
-24.5578765925,13.3051498068,SuzanneAnton_twitter
4.41112462146,-1.91692662533,votegeorgechow_twitter
16.0806421769,11.8603151672,ShaneLSimpson_twitter
-4.74380558226,-3.07799532436,janespitzbc_twitter
-7.554398081,2.98345664272,davidhtwong_twitter
-34.390745242,10.1732797445,eastvanchan_twitter
-17.8492961404,-23.6982843167,mableelmore_twitter
7.46897532055,-7.36615930486,simon_rear_twitter
9.56993037016,-15.3748303784,ekcalder_twitter
21.959390119,6.16770799421,adriandix_twitter
11.5638052699,10.9996731252,brettemullins_twitter
7.71920672108,8.86357680696,trangnguyenbc_twitter
-2.50640998318,-0.912697381456,janetrfraser_twitter
6.88284167689,4.80005656388,michaelleebc_twitter
15.3445359442,16.715459705,jameswangbcndp_twitter
-22.3761850219,9.40939803052,jerrykroll_twitter
-7.88433706892,5.88465439945,connylin4bc_twitter
35.5712115238,-31.7914374864,melaniejmark_twitter
-23.1992842173,-16.8413568836,Dave_Eby_twitter
16.0935928254,-11.9279529136,akonkin_twitter
5.66143135207,17.3127298836,jameslombardibc_twitter
-11.5583737249,-3.42236428504,madilalonde_twitter
-20.3639357934,26.299133696,Wilkinson4BC_twitter
-3.66120734422,-20.568734126,SChandraHerbert_twitter
59.6055051152,-4.3363233864,leondaviddunn1_twitter
-15.2760589107,-2.88221021255,nigelgelliott_twitter
23.9073295645,-4.24999383258,jamesbcgreens_twitter
-11.8924386694,-35.579385677,ericfoster_bc_twitter
-3.78736598604,-18.0193181566,keliwestgate_twitter
7.03505029324,14.243346859,karenfbill_twitter
-4.87976273576,24.7820260827,votekalenharris_twitter
-30.4378221162,-16.9068003436,carolejames_twitter
-18.6381626341,-8.97490246064,criticalanimal_twitter
-17.5810489063,-1.84591395852,garbageguru1_twitter
16.3159598588,3.61559220687,Rob_Fleming_twitter
23.3697765835,-14.6159670433,staceypierceybc_twitter
14.8642301524,-5.11929183235,votemichael_twitter
12.8986028987,-18.124654417,russelmehdi_twitter
15.809736006,18.529624449,ralph_sultan_twitter
-10.2543621228,-22.8117488319,michellelivaja_twitter
-31.453468899,23.7820783569,jordansturdy_twitter
-1.32897172911,3.61386650069,bcndp_twitter
-16.1693792564,10.5013934532,bcliberals _twitter
